대우,,,,NNP,*,F,대우,*,*,*,*,*
구글,,,,NNP,*,T,구글,*,*,*,*,*
인스타그램,,,,NNP,*,T,인스타그램,*,*,*,*,*
G63,,,,NNP,*,F,G63,*,*,*,*,*
